s1_edad,s1_genero,s1_experiencia_clinica,s1_educacion,s1_titulo_terciario,s1_titulo,s1_no_titulo_universitario,s1_horas_semana_pacientes_atendidos,s1_contexto_trabajo,s1_orientacion_teo,s1_marco_teo_terapia_basada_arte,s1_marco_teo_psa,s1_marco_teo_tcc,s1_marco_teo_humanista,s1_marco_teo_eclectico,s2_evidencia_cientifica,s2_experiencia_personal,s2_entrenamiento_clinica,s2_tratamiento_preferencia_consultantes,s2_intuicion,s2_terapia_personal,s3_tratamiento_personal_consultantes,s3_investigacion_empirica_ensayos_controlados,s3_supervision,s3_estudios_de_caso,s3_discusion_pares,s3_libros,s3_observaciones_casos_clinicos,s3_medidas_resultado,s3_guias_manuales_clinicos,s4_apertura_terapias_desarrolladas_por_investigadores,s4_actualizacion_info_cientifica,s4_formacion_enfasis_investigacion,s4_supervisores_terapia_evidencia_requerimiento,s4_tratamientos_cientificos_eficientes,s4_atraer_consultantes_con_tbe,s4_hallazgos_cientificos_practica_diaria,s4_nueva_terapia_intento,s4_interes_aprender_tbe,s4_tratamientos_utilizados_base_empirica,s4_complejidad_consultantes_ensayos_clinicos,s4_consultantes_prefieren_otros_tratamientos,s4_terapia_manualizada,s4_diagnosticos_utilizados_son_simples,s4_tratamientos_preferencia_no_probados_ensayo_controlado,s4_enfoque_tratamiento_individual,s4_no_tiempo_aprender_tbe,s4_capacitacion_tbe_demasiado_dinero,s4_no_saber_tbe,s4_entrenamiento_clinico_no_info_tbe,s4_alianza_terapeutica_mas_importante,s4_terapias_igualmente_efectivas,s4_empleador_no_fondos_capacitacion_tbe,s4_exp_clinica_mas_importante_que_evidencia_cientifica,provincia_residencia,consentimiento_informado
39.0,Femenino,15.0,Doctorado,,Lic. en Psicología,,16.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,7.0,6.0,5.0,,,,4.0,5.0,3.0,0.0,5.0,7.0,2.0,5.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,1.0,3.0,6.0,1.0,3.0,3.0,7.0,1.0,1.0,1.0,2.0,7.0,3.0,Misiones,5.0
27.0,Femenino,0.8,Licenciatura de Grado,,Lic. en Psicología,,34.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso",,,7.0,7.0,5.0,5.0,5.0,5.0,7.0,1.0,7.0,1.0,7.0,6.0,6.0,5.0,5.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,6.0,1.0,5.0,2.0,1.0,4.0,2.0,Provincia de Buenos Aires,7.0
25.0,Femenino,0.1,Licenciatura de Grado,,Lic. en Psicología,,10.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia de Conducta",,,7.0,7.0,7.0,1.0,2.0,7.0,6.0,3.0,7.0,3.0,6.0,7.0,1.0,2.0,7.0,4.0,7.0,7.0,1.0,6.0,7.0,7.0,4.0,7.0,7.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,7.0,1.0,Provincia de Buenos Aires,7.0
27.0,Femenino,3.0,Carrera de Especialización,Especialista en clinica de niños y adolescentes cognitiva conductual ,Lic. en Psicología,,25.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Racional Emotiva, Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual, Terapia Analítico Funcional, Terapia basada en Mindfulness",,,7.0,5.0,3.0,2.0,1.0,5.0,5.0,4.0,6.0,3.0,6.0,7.0,2.0,6.0,6.0,7.0,7.0,3.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,2.0,2.0,4.0,1.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,Provincia de Buenos Aires,5.0
31.0,Masculino,6.0,Carrera de Especialización,,Lic. en Psicología,,40.0,"Ámbito Público (hospital u otro), Ámbito Privado",Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso",,,7.0,6.0,5.0,4.0,2.0,6.0,6.0,4.0,5.0,5.0,7.0,6.0,4.0,5.0,7.0,4.0,7.0,4.0,4.0,6.0,4.0,6.0,2.0,6.0,7.0,7.0,4.0,4.0,6.0,5.0,5.0,2.0,5.0,2.0,4.0,5.0,1.0,7.0,4.0,Provincia de Buenos Aires,7.0
31.0,Femenino,6.1,Licenciatura de Grado,,Lic. en Psicología,,25.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Racional Emotiva, Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual, Terapia basada en Mindfulness",,,6.0,5.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,7.0,6.0,3.0,6.0,6.0,4.0,7.0,5.0,2.0,7.0,6.0,5.0,3.0,7.0,7.0,2.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,0.0,2.0,Provincia de Buenos Aires,7.0
35.0,Femenino,6.0,Grado y Posgrados,"Licenciada en Psicología, Posgrados en género, cognitiva, forense",Lic. en Psicología,,35.0,"Ámbito Público (hospital u otro), Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,7.0,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,7.0,7.0,4.0,Córdoba,7.0
35.0,Femenino,1.4,Licenciatura de Grado,,Lic. en Psicología,,20.0,Ámbito Privado,Ecléctico (más de una de estas opciones),,,,,"Psicodinámica, Psicoanálisis",4.0,6.0,6.0,5.0,1.0,7.0,7.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,1.0,4.0,7.0,7.0,0.0,7.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
35.0,Masculino,5.4,Carrera de Especialización,,Lic. en Psicología,,40.0,"Ámbito Privado, Obra Social o Prepaga",Psicoanálisis,,Lacaniano,,,,4.0,5.0,7.0,3.0,1.0,5.0,4.0,1.0,7.0,4.0,7.0,7.0,6.0,5.0,4.0,7.0,7.0,3.0,1.0,5.0,4.0,6.0,7.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,4.0,1.0,0.0,1.0,1.0,4.0,5.0,Provincia de Buenos Aires,7.0
43.0,Femenino,5.0,Licenciatura de Grado,,Lic. en Psicología,,35.0,Ámbito Privado,Emdr/ cognitiva ,,,,,,7.0,7.0,7.0,2.0,6.0,1.0,5.0,7.0,4.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,6.0,1.0,7.0,7.0,7.0,6.0,7.0,7.0,3.0,2.0,2.0,4.0,1.0,6.0,1.0,6.0,1.0,7.0,6.0,2.0,3.0,5.0,Córdoba,7.0
30.0,Femenino,2.0,Licenciatura de Grado,,Lic. en Psicología,,30.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,7.0,5.0,5.0,2.0,2.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,7.0,2.0,5.0,7.0,4.0,7.0,4.0,7.0,7.0,7.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,2.0,7.0,2.0,1.0,7.0,2.0,Misiones,7.0
27.0,Masculino,0.5,Licenciatura de Grado,,Lic. en Psicología,,9.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia de Conducta",,,7.0,1.0,1.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,1.0,1.0,4.0,7.0,1.0,4.0,1.0,4.0,4.0,1.0,7.0,1.0,"Ciudad Autónoma de Buenos Aires (CABA), Provincia de Buenos Aires",7.0
30.0,Femenino,4.0,Máster,,Lic. en Psicología,,40.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual, Terapia basada en Mindfulness",,,7.0,7.0,7.0,7.0,6.0,7.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,Ciudad Autónoma de Buenos Aires (CABA),4.0
26.0,Femenino,0.3,Licenciatura de Grado,,Lic. en Psicología,,9.0,Ámbito Privado,Ecléctico (más de una de estas opciones),,,,,"Terapias Cognitivas/Comportamentales, Psicoanálisis, Sistémica",7.0,5.0,5.0,1.0,4.0,5.0,2.0,5.0,6.0,4.0,6.0,3.0,5.0,2.0,6.0,5.0,0.0,2.0,0.0,6.0,3.0,7.0,4.0,7.0,4.0,6.0,2.0,4.0,4.0,2.0,6.0,2.0,4.0,1.0,0.0,3.0,4.0,0.0,5.0,Provincia de Buenos Aires,2.0
26.0,Femenino,0.6,Licenciatura de Grado,Lic. En Psicología ,Lic. en Psicología,,18.0,Ámbito Privado,Psicoanálisis,,Freudiano,,,,4.0,6.0,6.0,3.0,7.0,,6.0,3.0,6.0,3.0,5.0,6.0,6.0,3.0,5.0,5.0,7.0,0.0,0.0,6.0,7.0,7.0,5.0,7.0,7.0,4.0,0.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,7.0,4.0,4.0,7.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),6.0
30.0,Femenino,2.7,Licenciatura de Grado,,Lic. en Psicología,,25.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual, Terapia Analítico Funcional",,,7.0,1.0,1.0,1.0,5.0,4.0,7.0,1.0,5.0,0.0,5.0,5.0,1.0,1.0,6.0,7.0,7.0,1.0,7.0,6.0,4.0,7.0,2.0,7.0,7.0,5.0,5.0,0.0,5.0,0.0,2.0,3.0,6.0,0.0,6.0,2.0,1.0,0.0,2.0,Córdoba,5.0
39.0,Masculino,9.0,Licenciatura de Grado,,Lic. en Psicología,,48.0,"Ámbito Público (hospital u otro), Ámbito Privado, Obra Social o Prepaga",Psicoanálisis,,Lacaniano,,,,1.0,3.0,1.0,3.0,3.0,7.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,7.0,1.0,1.0,0.0,4.0,4.0,7.0,0.0,7.0,4.0,0.0,4.0,4.0,4.0,4.0,1.0,0.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),1.0
45.0,Femenino,2.0,Licenciatura de Grado,,Lic. en Psicología,,20.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Aceptación y Compromiso, Terapia basada en Mindfulness",,,7.0,3.0,7.0,7.0,,7.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
25.0,Femenino,0.3,Licenciatura de Grado,,Lic. en Psicología,,2.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia de Conducta, Terapia Dialéctico Conductual",,,7.0,7.0,6.0,5.0,1.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,1.0,5.0,1.0,7.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,"Ciudad Autónoma de Buenos Aires (CABA), Entre Ríos",7.0
58.0,Femenino,35.0,Licenciatura de Grado, ,Lic. en Psicología,,30.0,"Ámbito Privado, Obra Social o Prepaga",Psicoanálisis,,"Lacaniano, Freudiano",,,,1.0,5.0,5.0,,5.0,7.0,5.0,1.0,4.0,4.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,7.0,Provincia de Buenos Aires,4.0
59.0,Femenino,36.0,Licenciatura de Grado,,Lic. en Psicología,,40.0,"Ámbito Privado, Obra Social o Prepaga",Psicoanálisis,,"Lacaniano, Freudiano",,,,,7.0,7.0,1.0,5.0,7.0,7.0,1.0,5.0,4.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,Ciudad Autónoma de Buenos Aires (CABA),
59.0,Femenino,4.0,Licenciatura de Grado,,Lic. en Psicología,,25.0,"Ámbito Privado, Obra Social o Prepaga",Psicoanálisis,,"Lacaniano, Freudiano",,,,,7.0,7.0,1.0,1.0,7.0,7.0,0.0,7.0,1.0,7.0,7.0,7.0,1.0,1.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
47.0,Femenino,20.0,Licenciatura de Grado,Licenciada en Psicología ,Lic. en Psicología,,27.0,"Ámbito Privado, Obra Social o Prepaga",Psicoanálisis,,"Lacaniano, Freudiano",,,,1.0,7.0,,1.0,,7.0,7.0,1.0,5.0,4.0,5.0,6.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0,1.0,7.0,Provincia de Buenos Aires,4.0
58.0,Femenino,35.0,Carrera de Especialización,,Lic. en Psicología,,40.0,"Ámbito Privado, Obra Social o Prepaga",Psicoanálisis,,"Lacaniano, Freudiano",,,,4.0,7.0,7.0,,,7.0,7.0,7.0,4.0,5.0,6.0,7.0,4.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,1.0,4.0,0.0,7.0,Provincia de Buenos Aires,4.0
38.0,Femenino,9.0,Licenciatura de Grado,,Lic. en Psicología,,25.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,7.0,7.0,7.0,,1.0,1.0,7.0,5.0,4.0,1.0,7.0,5.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,4.0,7.0,1.0,7.0,7.0,2.0,5.0,1.0,2.0,1.0,6.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,Córdoba,5.0
26.0,Femenino,1.8,Licenciatura de Grado,,Lic. en Psicología,,45.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta",,,7.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,7.0,5.0,7.0,5.0,4.0,5.0,3.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,3.0,0.0,5.0,3.0,5.0,3.0,3.0,5.0,4.0,0.0,5.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
28.0,Femenino,5.0,Carrera de Especialización,,Lic. en Psicología,,35.0,"Ámbito Público (hospital u otro), Ámbito Privado",Sistémica,,,,,,3.0,6.0,7.0,7.0,2.0,3.0,5.0,1.0,6.0,1.0,7.0,5.0,5.0,1.0,2.0,5.0,6.0,2.0,2.0,6.0,0.0,5.0,1.0,5.0,6.0,5.0,0.0,4.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,6.0,4.0,San Juan,7.0
27.0,Femenino,4.0,Licenciatura de Grado,,Lic. en Psicología,,40.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia de Conducta",,,7.0,3.0,5.0,1.0,,1.0,3.0,6.0,5.0,4.0,6.0,6.0,3.0,5.0,7.0,6.0,0.0,7.0,5.0,7.0,3.0,5.0,5.0,7.0,7.0,6.0,2.0,3.0,5.0,3.0,7.0,6.0,5.0,1.0,7.0,1.0,1.0,7.0,1.0,Provincia de Buenos Aires,7.0
36.0,Femenino,5.2,Licenciatura de Grado,,Lic. en Psicología,,30.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,"Freudiano, Posfreudiano",,,,6.0,7.0,7.0,5.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,4.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,La Rioja,4.0
29.0,Femenino,1.6,Licenciatura de Grado,Licenciatura en psicología ,Lic. en Psicología,,40.0,Ámbito Público (hospital u otro),Psicoanálisis,,"Lacaniano, Freudiano",,,,1.0,7.0,7.0,1.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,4.0,1.0,7.0,7.0,0.0,1.0,1.0,5.0,1.0,1.0,7.0,7.0,1.0,7.0,0.0,7.0,7.0,1.0,0.0,7.0,4.0,4.0,4.0,0.0,7.0,La Rioja,7.0
34.0,Femenino,7.0,Licenciatura de Grado,Lic. En psicología ,Lic. en Psicología,,20.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,Lacaniano,,,,4.0,5.0,5.0,5.0,7.0,7.0,5.0,4.0,7.0,7.0,3.0,7.0,7.0,3.0,5.0,3.0,0.0,3.0,1.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,0.0,1.0,4.0,7.0,4.0,4.0,7.0,La Rioja,7.0
77.0,Femenino,55.0,Carrera de Especialización,,Lic. en Psicología,,20.0,Ámbito Privado,Psicoanálisis,,Lacaniano,,,,7.0,7.0,7.0,6.0,3.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,3.0,0.0,7.0,0.0,7.0,7.0,7.0,7.0,0.0,4.0,0.0,0.0,5.0,1.0,1.0,4.0,La Rioja,6.0
58.0,Femenino,0.9,Licenciatura de Grado,Licenciado en Psicología ,Lic. en Psicología,,36.0,Ámbito Privado,Psicoanálisis,,Freudiano,,,,7.0,6.0,7.0,6.0,5.0,7.0,6.0,4.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,0.0,7.0,4.0,4.0,7.0,7.0,7.0,4.0,7.0,4.0,La Rioja,7.0
41.0,Femenino,12.0,Máster,Psicoterapia psicodinamica y psicopatología ,Lic. en Psicología,,48.0,Ámbito Privado,Ecléctico (más de una de estas opciones),,,,,Psicodinámica,7.0,,7.0,,4.0,,7.0,3.0,4.0,3.0,7.0,7.0,0.0,0.0,7.0,7.0,7.0,5.0,7.0,4.0,0.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,7.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0,4.0,La Rioja,4.0
45.0,Femenino,19.0,Carrera de Especialización,,Lic. en Psicología,,50.0,"Ámbito Público (hospital u otro), Ámbito Privado, Docencia y clinica",Psicoanálisis,,"Lacaniano, Freudiano, Posfreudiano",,,,6.0,6.0,6.0,6.0,4.0,7.0,7.0,2.0,7.0,5.0,6.0,6.0,6.0,3.0,3.0,5.0,6.0,1.0,4.0,4.0,4.0,7.0,0.0,4.0,4.0,7.0,4.0,4.0,7.0,7.0,7.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,La Rioja,7.0
25.0,Femenino,0.1,Licenciatura de Grado,,Lic. en Psicología,,26.0,"Ámbito Privado, Obra Social o Prepaga",Ecléctico (más de una de estas opciones),,,,,"Terapias Cognitivas/Comportamentales, Psicodinámica, Psicoanálisis",1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,4.0,4.0,7.0,7.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,4.0,7.0,5.0,6.0,7.0,7.0,5.0,7.0,La Rioja,7.0
61.0,Femenino,38.3,Profesorado,,Lic. en Psicología,Doctorado en Psicología,40.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,Psicodinámica,,,,3.0,7.0,7.0,4.0,4.0,6.0,7.0,4.0,4.0,4.0,7.0,4.0,4.0,0.0,0.0,7.0,7.0,7.0,4.0,4.0,4.0,7.0,4.0,7.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,7.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
42.0,Femenino,19.2,Licenciatura de Grado,,Lic. en Psicología,,15.0,Ámbito Privado,Psicoanálisis,,Psicología Analítica (junguiana),,,,5.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,7.0,4.0,1.0,0.0,1.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
36.0,Femenino,3.7,Licenciatura de Grado,,Lic. en Psicología,,30.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,"Lacaniano, Freudiano",,,,5.0,7.0,7.0,5.0,2.0,7.0,7.0,0.0,7.0,4.0,7.0,7.0,7.0,0.0,0.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,7.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,7.0,6.0,6.0,0.0,6.0,Provincia de Buenos Aires,7.0
60.0,Femenino,33.0,Carrera de Especialización,Especialista en psicología clínica ,Lic. en Psicología,,40.0,Ámbito Privado,Psicocorporal,,,,,,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0,1.0,1.0,4.0,7.0,7.0,0.0,4.0,Córdoba,4.0
70.0,Femenino,48.0,Carrera de Especialización,Especialista en Evaluaciones Psicologicas ,Lic. en Psicología,,25.0,"Ámbito Privado, ",Psicodinámica,,,,,,7.0,7.0,7.0,7.0,6.0,6.0,7.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,4.0,7.0,4.0,4.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
53.0,Femenino,5.0,Licenciatura de Grado,,Lic. en Psicología,,30.0,Ámbito Privado,Psicoanálisis,,"Lacaniano, Freudiano",,,,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,4.0,7.0,7.0,5.0,7.0,0.0,7.0,2.0,4.0,7.0,7.0,7.0,4.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,7.0,1.0,0.0,7.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
37.0,Femenino,2.0,Varios posgrados con orientación psicoanalitica,Clínica de niños/as adolescentes y adultos ,Lic. en Psicología,,30.0,Ámbito Privado,Psicoanálisis,,"Lacaniano, Freudiano, Psicología Analítica (junguiana)",,,,6.0,7.0,7.0,6.0,7.0,7.0,7.0,1.0,7.0,4.0,7.0,7.0,7.0,1.0,1.0,4.0,7.0,7.0,1.0,0.0,1.0,7.0,7.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,Provincia de Buenos Aires,7.0
60.0,Femenino,24.0,Licenciatura de Grado,,Lic. en Psicología,,20.0,Ámbito Privado,Psicoanálisis,,Lacaniano,,,,4.0,7.0,7.0,5.0,1.0,7.0,7.0,1.0,7.0,5.0,7.0,7.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,7.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
47.0,Femenino,2.0,Licenciatura de Grado,,Lic. en Psicología,,30.0,"Ámbito Público (hospital u otro), Ámbito Privado",Sistémica,,,,,,5.0,5.0,5.0,5.0,1.0,1.0,6.0,4.0,6.0,4.0,4.0,6.0,7.0,1.0,4.0,7.0,0.0,4.0,7.0,5.0,7.0,7.0,3.0,4.0,7.0,5.0,5.0,6.0,2.0,0.0,5.0,5.0,5.0,1.0,3.0,7.0,7.0,7.0,3.0,Provincia de Buenos Aires,7.0
66.0,Masculino,42.0,Doctorado,Doctor en Psicología Clínica,Doctor en Psicología Clínica,,30.0,Ámbito Privado,Humanista,,,,Terapia Centrada en el Cliente,,5.0,6.0,7.0,6.0,6.0,6.0,6.0,0.0,7.0,5.0,7.0,5.0,4.0,4.0,4.0,4.0,5.0,0.0,6.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,7.0,1.0,0.0,7.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
32.0,Femenino,6.0,Carrera de Especialización,,Lic. en Psicología,,35.0,Ámbito Privado,Sistémica,,,,,,6.0,6.0,5.0,4.0,6.0,4.0,6.0,3.0,6.0,4.0,6.0,6.0,6.0,4.0,4.0,7.0,7.0,6.0,7.0,6.0,2.0,4.0,4.0,0.0,7.0,3.0,7.0,6.0,4.0,1.0,7.0,7.0,7.0,4.0,5.0,7.0,6.0,7.0,6.0,Mendoza,4.0
48.0,Femenino,20.6,Carrera de Especialización,Especializacion tcc,Lic. en Psicología,,20.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,4.0,1.0,1.0,4.0,0.0,7.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,Provincia de Buenos Aires,7.0
